run_id,frame_idx,t_wall_s,t_run_s,player_in_vehicle,vehicle_id,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,speed_mps,yaw_rad,pitch_rad,roll_rad,throttle_cmd,brake_cmd,steer_cmd,manual_override,collision_flag,episode_done,done_reason
dummy_run_001,0,1700000000.0,0.0,True,test_vehicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,True,False,False,
dummy_run_001,1,1700000000.0166667,0.016666666666666666,True,test_vehicle,0.002648967601770496,4.414894945093894e-07,0.0,0.15893805610622977,2.6489369670563363e-05,0.0,0.1589380583136517,0.00016666473766101895,0.0,0.0,0.6,0.0,0.0011666402007973994,True,False,False,
dummy_run_001,2,1700000000.0333333,0.03333333333333333,True,test_vehicle,0.007911817438788007,2.195691622789192e-06,0.0,0.31577099022105065,0.00010525212769678815,0.0,0.31577100776225997,0.0003333179014489012,0.0,0.0,0.6,0.0,0.0023331216107019145,True,False,False,
dummy_run_001,3,1700000000.05,0.05,True,test_vehicle,0.015753928628263577,6.116339113652089e-06,0.0,0.47052667136853416,0.00023523884945177384,0.0,0.4705267301721219,0.0004999479182942467,0.0,0.0,0.6,0.0,0.003499285460433619,True,False,False,
dummy_run_001,4,1700000000.0666666,0.06666666666666667,True,test_vehicle,0.026141138622169942,1.303986450122079e-05,0.0,0.6232325996343818,0.000415411523254122,0.0,0.6232327380792535,0.0006665432167350724,0.0,0.0,0.6,0.0,0.004664973023935567,True,False,False,
dummy_run_001,5,1700000000.0833333,0.08333333333333333,True,test_vehicle,0.03903973713975628,2.378558916070483e-05,0.0,0.7739159110551803,0.0006447434795690424,0.0,0.7739161796205867,0.0008330922277203817,0.0,0.0,0.6,0.0,0.005830025639977923,True,False,False,
dummy_run_001,6,1700000000.1,0.1,True,test_vehicle,0.054416460180469244,3.9155911153480384e-05,0.0,0.9226033824427777,0.000922219319566533,0.0,0.9226038433603709,0.0009995833854135666,0.0,0.0,0.6,0.0,0.006994284733753276,True,False,False,
dummy_run_001,7,1700000000.1166666,0.11666666666666667,True,test_vehicle,0.07223848411621361,5.9936491871356454e-05,0.0,1.069321436144662,0.0012468348430725643,0.0,1.0693221630526546,0.0011660051279955847,0.0,0.0,0.6,0.0,0.008157591838460189,True,False,False,
dummy_run_001,8,1700000000.1333334,0.13333333333333333,True,test_vehicle,0.09247341986190005,8.689644147049626e-05,0.0,1.2140961447411862,0.0016175969759483883,0.0,1.2140972223406936,0.00133234589846786,0.0,0.0,0.6,0.0,0.00931978861687204,True,False,False,
dummy_run_001,9,1700000000.15,0.15,True,test_vehicle,0.11508930712324125,0.00012078850308603405,0.0,1.3569532356804717,0.0020335236969322673,0.0,1.3569547593941103,0.0014985941454548467,0.0,0.0,0.6,0.0,0.01048071688288825,True,False,False,
